cliente_id,edad,antiguedad_meses,saldo_promedio,num_productos,morosidad_dias,nps_score,nps_segmento,churn
12495,18,74,3413.55,3,0,2,Detractor,1
12496,61,119,717.97,2,15,7,Neutro,0
12497,62,45,10844.73,3,60,10,Promotor,0
12498,59,114,5238.11,2,0,5,Detractor,0
12499,64,47,892.92,4,0,7,Neutro,0
12500,30,63,171.14,2,0,0,Detractor,0
12501,39,76,760.57,4,0,4,Detractor,0
12502,38,111,4692.66,3,60,8,Neutro,0
12503,39,77,987.97,3,0,6,Detractor,0
12504,45,114,1279.39,2,0,10,Promotor,0
12505,26,111,127.31,3,0,7,Neutro,0
12506,43,55,6417.44,2,15,5,Detractor,0
12507,26,75,8313.25,3,0,7,Neutro,0
12508,32,19,7969.01,1,15,9,Promotor,0
12509,27,35,682.35,2,0,0,Detractor,0
12510,41,103,11680.77,4,15,7,Neutro,0
12511,59,53,5577.96,1,0,9,Promotor,0
12512,25,26,11390.86,4,0,4,Detractor,0
12513,41,110,2963.44,3,30,10,Promotor,0
12514,33,14,2871.98,1,0,6,Detractor,1
12515,66,118,7674.82,3,0,5,Detractor,1
12516,43,45,489.71,2,60,8,Neutro,0
12517,44,44,3678.96,4,0,5,Detractor,1
12518,54,88,9051.17,3,0,8,Neutro,0
12519,21,105,8865.45,4,0,7,Neutro,0
12520,67,65,15632.95,4,30,4,Detractor,1
12521,41,51,5991.16,3,0,10,Promotor,0
12522,36,43,1164.52,2,0,8,Neutro,0
12523,53,119,102.44,4,0,7,Neutro,0
12524,56,86,3264.02,3,0,6,Detractor,1
12525,27,23,3604.69,2,30,4,Detractor,0
12526,42,56,1373.91,3,0,8,Neutro,0
12527,35,118,665.93,2,0,9,Promotor,0
12528,36,19,4411.96,4,0,4,Detractor,0
12529,53,82,7225.04,1,0,7,Neutro,0
12530,27,76,24920.53,3,90,7,Neutro,0
12531,50,55,7100.34,4,0,6,Detractor,0
12532,67,92,7890.48,3,0,9,Promotor,0
12533,22,92,4791.57,3,0,3,Detractor,0
12534,64,60,21315.94,2,15,5,Detractor,0
12535,66,59,5107.65,3,0,0,Detractor,1
12536,52,33,9839.62,2,0,6,Detractor,0
12537,61,19,14573.96,4,30,6,Detractor,0
12538,51,28,13286.2,3,15,9,Promotor,0
12539,50,52,2401.61,4,15,8,Neutro,0
12540,38,49,409.64,1,0,3,Detractor,1
12541,34,37,942.95,4,60,8,Neutro,1
12542,39,26,305.25,3,0,8,Neutro,0
12543,65,99,556.88,1,0,6,Detractor,1
12544,54,98,1020.7,2,0,0,Detractor,0
12545,32,99,2085.87,1,0,4,Detractor,1
12546,52,40,3921.27,3,30,5,Detractor,0
12547,45,80,6218.46,3,0,9,Promotor,0
12548,24,38,1184.48,4,30,7,Neutro,0
12549,49,77,5581.68,2,30,10,Promotor,0
12550,28,87,6091.36,3,0,9,Promotor,0
12551,27,54,4089.27,3,15,6,Detractor,1
12552,26,22,11697.17,2,0,9,Promotor,1
12553,31,16,588.26,2,0,4,Detractor,0
12554,30,28,974.73,4,30,1,Detractor,1
12555,42,112,2798.9,1,0,8,Neutro,0
12556,19,35,677.45,2,0,6,Detractor,0
12557,52,60,4176.97,3,0,6,Detractor,1
12558,24,45,2540.82,2,30,8,Neutro,1
12559,38,46,1674.54,3,0,9,Promotor,0
12560,35,72,931.59,4,0,6,Detractor,0
12561,20,108,2042.38,1,0,6,Detractor,0
12562,59,55,4681.95,4,15,7,Neutro,0
12563,56,119,4287.58,2,0,8,Neutro,0
12564,58,86,893.39,3,0,5,Detractor,0
12565,66,85,667.2,2,0,10,Promotor,0
12566,28,26,135.2,2,0,8,Neutro,0
12567,56,104,62.52,2,0,8,Neutro,1
12568,41,85,10593.43,2,0,10,Promotor,0
12569,63,25,230.68,1,0,10,Promotor,0
12570,36,105,6569.33,3,0,4,Detractor,1
12571,21,65,10278.04,2,0,4,Detractor,1
12572,43,6,516.02,3,0,9,Promotor,0
12573,55,23,2866.18,1,0,10,Promotor,0
12574,59,115,16390.87,3,0,8,Neutro,0
12575,49,64,8983.02,3,0,7,Neutro,0
12576,56,87,3363.82,1,0,8,Neutro,0
12577,62,43,7189.44,2,0,5,Detractor,0
12578,63,107,8960.13,3,0,10,Promotor,0
12579,53,23,2138.76,4,0,7,Neutro,0
12580,57,96,11135.2,3,0,10,Promotor,0
12581,54,30,3178.86,2,90,7,Neutro,1
12582,50,77,3751.84,4,0,10,Promotor,0
12583,53,107,40687.59,2,60,6,Detractor,1
12584,20,18,9267.21,3,0,9,Promotor,1
12585,26,87,2245.28,1,0,10,Promotor,0
12586,25,79,52.0,2,15,8,Neutro,0
12587,50,97,4919.83,2,0,8,Neutro,0
12588,23,21,6085.52,1,0,4,Detractor,0
12589,58,57,5260.59,3,90,7,Neutro,0
12590,56,103,17188.64,2,0,9,Promotor,0
12591,21,23,9937.81,3,0,5,Detractor,0
12592,30,91,2978.58,3,0,9,Promotor,0
12593,66,45,324.6,3,60,8,Neutro,0
12594,19,44,3231.88,1,30,5,Detractor,1
12595,22,82,5843.74,3,0,6,Detractor,1
12596,61,88,4678.77,3,0,7,Neutro,0
12597,44,115,3862.44,4,30,4,Detractor,0
12598,49,47,3163.26,4,0,10,Promotor,0
12599,38,40,1739.01,4,0,8,Neutro,0
12600,25,51,1624.13,2,0,6,Detractor,1
12601,55,42,3468.05,2,0,6,Detractor,1
12602,25,7,875.36,4,0,8,Neutro,0
12603,67,50,2082.77,1,30,7,Neutro,0
12604,20,48,1957.66,1,15,5,Detractor,0
12605,61,84,4423.15,4,0,7,Neutro,0
12606,20,91,345.05,2,0,9,Promotor,0
12607,39,6,8850.05,2,0,2,Detractor,1
12608,23,91,4132.0,1,0,6,Detractor,1
12609,19,9,5555.85,3,0,10,Promotor,0
12610,40,117,6071.7,1,0,0,Detractor,0
12611,61,109,1722.91,3,0,9,Promotor,0
12612,19,57,3177.9,2,0,6,Detractor,1
12613,55,31,15645.86,2,0,5,Detractor,0
12614,34,21,7277.26,4,0,0,Detractor,0
12615,52,90,17459.48,2,0,3,Detractor,1
12616,51,40,6857.11,3,0,5,Detractor,0
12617,40,112,965.5,1,15,1,Detractor,1
12618,47,45,333.56,4,15,6,Detractor,0
12619,69,77,4309.74,3,0,2,Detractor,0
12620,25,49,2214.38,1,0,8,Neutro,0
12621,39,87,1611.08,1,0,9,Promotor,0
12622,61,20,8230.79,1,0,9,Promotor,0
12623,53,101,2286.37,2,0,7,Neutro,0
12624,22,118,1906.31,1,90,10,Promotor,0
12625,30,117,9485.19,2,0,0,Detractor,0
12626,46,92,9363.35,1,0,4,Detractor,0
12627,48,17,2203.13,1,0,6,Detractor,0
12628,64,28,8933.82,2,0,9,Promotor,0
12629,33,41,9511.62,2,0,9,Promotor,0
12630,59,66,2757.64,3,0,8,Neutro,0
12631,47,25,343.93,1,0,6,Detractor,1
12632,33,58,7.93,2,0,8,Neutro,0
12633,29,114,3704.26,3,90,5,Detractor,1
12634,34,41,2108.55,3,0,7,Neutro,0
12635,33,6,29270.52,2,0,7,Neutro,1
12636,29,75,7401.07,1,0,4,Detractor,0
12637,25,38,7162.22,3,0,1,Detractor,0
12638,37,6,15532.51,1,0,9,Promotor,0
12639,20,45,10933.99,1,0,7,Neutro,0
12640,33,75,1915.0,3,0,6,Detractor,0
12641,47,14,907.53,2,0,7,Neutro,0
12642,62,66,6849.98,1,0,10,Promotor,0
12643,40,40,2376.28,4,0,6,Detractor,1
12644,45,3,3204.41,2,0,4,Detractor,0
12645,68,119,4976.64,3,0,7,Neutro,0
12646,57,117,11922.92,4,0,8,Neutro,0
12647,22,99,2715.78,1,0,0,Detractor,1
12648,37,97,7646.6,2,0,6,Detractor,0
12649,57,24,1562.2,4,0,6,Detractor,1
12650,61,19,5986.17,2,90,7,Neutro,0
12651,18,18,7.9,1,0,6,Detractor,1
12652,47,64,10259.41,2,90,8,Neutro,1
12653,38,113,154.25,4,0,10,Promotor,0
12654,37,116,6237.08,2,0,10,Promotor,0
12655,23,88,236.81,3,0,8,Neutro,0
12656,39,109,1547.91,3,0,7,Neutro,0
12657,35,35,3437.84,4,0,9,Promotor,0
12658,25,62,2723.11,2,0,9,Promotor,0
12659,56,1,1064.95,4,90,9,Promotor,0
12660,49,100,2030.94,2,0,5,Detractor,0
12661,50,25,6504.37,1,0,1,Detractor,0
12662,33,45,5532.07,3,15,10,Promotor,0
12663,29,49,372.62,1,15,10,Promotor,0
12664,55,107,6878.07,2,0,8,Neutro,1
12665,69,98,272.52,1,0,10,Promotor,0
12666,51,89,3914.55,4,0,9,Promotor,0
12667,31,16,1505.95,4,0,7,Neutro,0
12668,53,98,4429.9,2,0,6,Detractor,0
12669,50,93,1514.51,3,0,8,Neutro,0
12670,40,19,20984.53,4,0,7,Neutro,0
12671,67,23,1853.35,3,60,10,Promotor,0
12672,62,83,1385.1,2,60,7,Neutro,0
12673,19,25,1631.87,3,0,9,Promotor,0
12674,58,16,11339.61,2,0,9,Promotor,0
12675,38,54,5056.01,1,0,3,Detractor,1
12676,19,115,6559.35,2,0,3,Detractor,1
12677,44,73,12505.82,1,0,8,Neutro,0
12678,26,1,12144.85,2,60,6,Detractor,1
12679,18,42,6715.14,4,0,8,Neutro,0
12680,28,19,1102.14,4,0,4,Detractor,0
12681,20,97,9269.45,3,0,6,Detractor,0
12682,69,34,1139.37,2,90,4,Detractor,1
12683,40,80,6791.43,2,60,6,Detractor,0
12684,43,108,5785.49,2,15,3,Detractor,0
12685,21,104,7112.49,3,0,10,Promotor,0
12686,35,55,3803.77,4,0,6,Detractor,1
12687,23,18,5090.6,2,0,10,Promotor,0
12688,52,34,15322.21,3,0,10,Promotor,0
12689,39,89,532.85,2,15,10,Promotor,0
12690,60,45,1846.97,1,0,7,Neutro,0
12691,32,6,4725.47,2,0,9,Promotor,0
12692,39,21,16628.71,1,0,5,Detractor,0
12693,54,70,502.28,3,0,3,Detractor,0
12694,69,96,114.04,3,0,9,Promotor,0
12695,59,105,286.82,4,0,1,Detractor,1
12696,29,48,269.14,2,0,10,Promotor,0
12697,64,107,11919.84,3,0,8,Neutro,0
12698,66,39,6387.34,4,60,7,Neutro,0
12699,59,31,5652.16,2,0,4,Detractor,1
12700,55,106,3696.72,3,0,8,Neutro,0
12701,35,10,7615.21,1,0,8,Neutro,0
12702,62,30,845.93,3,0,8,Neutro,0
12703,52,116,2487.42,1,30,7,Neutro,0
12704,47,18,3366.76,4,0,2,Detractor,1
12705,41,60,584.97,4,0,6,Detractor,0
12706,59,88,2719.45,2,90,6,Detractor,1
12707,47,116,1902.66,2,15,0,Detractor,1
12708,31,73,181.15,2,0,0,Detractor,1
12709,23,95,735.17,4,0,6,Detractor,0
12710,20,15,7220.4,1,0,8,Neutro,0
12711,33,4,91.01,2,15,8,Neutro,1
12712,24,63,13609.73,2,0,5,Detractor,1
12713,69,40,451.95,4,0,8,Neutro,0
12714,31,9,8028.18,1,0,8,Neutro,0
12715,26,109,11444.23,3,0,7,Neutro,0
12716,32,9,14162.59,2,30,7,Neutro,0
12717,38,26,10105.0,3,60,6,Detractor,0
12718,52,4,1695.23,3,0,4,Detractor,1
12719,19,81,2025.48,2,0,6,Detractor,0
12720,44,16,2780.39,4,0,6,Detractor,1
12721,19,15,750.03,2,30,8,Neutro,0
12722,52,99,112.62,1,15,9,Promotor,0
12723,35,52,10167.43,1,90,6,Detractor,1
12724,31,69,4038.62,2,90,8,Neutro,1
12725,37,119,4691.7,3,0,9,Promotor,0
12726,35,5,13085.69,1,15,5,Detractor,1
12727,27,20,5469.92,1,0,10,Promotor,0
12728,42,79,5869.7,2,0,3,Detractor,0
12729,19,18,7731.58,2,0,10,Promotor,0
12730,42,111,618.46,4,0,5,Detractor,0
12731,50,2,2232.7,2,15,6,Detractor,0
12732,53,93,17242.69,2,0,8,Neutro,0
12733,48,13,12815.21,1,30,10,Promotor,0
12734,31,4,10774.07,1,0,6,Detractor,1
12735,18,42,3008.21,1,0,9,Promotor,0
12736,63,109,9731.3,3,0,8,Neutro,0
12737,33,74,248.03,1,0,5,Detractor,0
12738,63,61,803.88,1,0,7,Neutro,0
12739,69,95,2671.9,2,0,7,Neutro,0
12740,20,105,3302.36,4,30,6,Detractor,0
12741,52,8,1529.28,1,0,9,Promotor,0
12742,58,67,2203.98,4,0,10,Promotor,0
12743,23,112,888.32,1,30,8,Neutro,0
12744,42,63,3358.24,1,0,10,Promotor,0
12745,30,110,7895.59,4,0,2,Detractor,0
12746,51,9,5414.09,2,0,1,Detractor,1
12747,25,94,570.28,1,0,9,Promotor,0
12748,38,117,3343.07,4,0,9,Promotor,0
12749,51,11,5980.79,1,0,4,Detractor,0
12750,21,99,3774.0,3,0,6,Detractor,1
12751,42,101,2485.23,3,0,9,Promotor,0
12752,32,42,4863.17,3,0,4,Detractor,1
12753,21,13,17310.9,3,0,6,Detractor,0
12754,62,36,498.59,2,90,8,Neutro,0
12755,29,13,2471.61,3,0,10,Promotor,0
12756,49,12,2609.48,4,0,9,Promotor,0
12757,49,37,4301.53,1,30,9,Promotor,0
12758,45,74,825.4,4,15,6,Detractor,0
12759,30,73,971.83,3,30,8,Neutro,0
12760,48,52,1679.89,2,90,4,Detractor,1
12761,31,71,15603.08,3,0,10,Promotor,0
12762,37,2,6623.34,3,0,7,Neutro,0
12763,35,118,5419.01,2,0,8,Neutro,1
12764,46,56,8490.19,2,0,9,Promotor,0
12765,23,60,682.4,2,0,0,Detractor,1
12766,49,23,9806.79,2,0,10,Promotor,0
12767,46,103,4517.28,2,15,6,Detractor,1
12768,60,40,2042.32,2,0,6,Detractor,1
12769,19,64,8460.17,1,0,4,Detractor,0
12770,40,103,8111.72,3,0,9,Promotor,0
12771,36,85,9344.56,3,0,9,Promotor,0
12772,48,23,613.77,2,15,0,Detractor,1
12773,68,29,17427.45,4,90,2,Detractor,0
12774,22,78,16047.87,2,15,10,Promotor,0
12775,36,90,2211.71,1,0,4,Detractor,0
12776,51,51,340.83,4,60,8,Neutro,0
12777,27,69,913.94,1,0,8,Neutro,0
12778,42,119,24689.82,4,15,9,Promotor,0
12779,19,95,4139.26,4,0,8,Neutro,1
12780,28,89,2205.11,2,0,7,Neutro,0
12781,67,31,1699.81,1,90,10,Promotor,0
12782,48,50,1485.24,4,0,5,Detractor,1
12783,32,20,5455.49,1,30,6,Detractor,0
12784,26,108,2718.36,2,0,3,Detractor,0
12785,40,55,16821.05,2,30,10,Promotor,0
12786,36,81,5757.58,2,90,8,Neutro,0
12787,26,109,7852.16,2,0,0,Detractor,0
12788,52,2,1731.8,3,0,8,Neutro,0
12789,38,25,412.49,4,0,7,Neutro,0
12790,26,13,3345.42,3,60,10,Promotor,0
12791,45,103,1888.63,2,0,6,Detractor,0
12792,63,92,1128.75,4,0,8,Neutro,0
12793,68,106,15250.11,4,0,8,Neutro,0
12794,24,119,2934.83,1,0,0,Detractor,1
12795,33,70,960.09,2,0,9,Promotor,0
12796,33,67,1107.29,3,0,4,Detractor,0
12797,50,58,1647.45,1,30,8,Neutro,0
12798,21,99,36439.72,4,0,9,Promotor,0
12799,21,82,1559.95,3,0,8,Neutro,0
12800,56,75,1993.45,2,0,3,Detractor,0
12801,57,118,5384.18,3,0,10,Promotor,0
12802,34,84,1740.43,3,60,5,Detractor,1
12803,54,64,1215.48,3,0,8,Neutro,0
12804,56,69,863.66,1,0,9,Promotor,0
12805,69,83,1874.8,4,0,10,Promotor,0
12806,46,86,559.78,3,30,8,Neutro,0
12807,69,59,94.11,4,90,6,Detractor,1
12808,53,60,8164.6,1,0,9,Promotor,1
12809,55,83,741.89,2,0,5,Detractor,0
12810,56,111,7480.03,2,0,1,Detractor,0
12811,67,62,7986.13,3,15,10,Promotor,0
12812,54,16,3860.08,1,0,8,Neutro,0
12813,69,88,1853.01,2,90,2,Detractor,0
12814,52,105,783.46,1,30,8,Neutro,0
12815,24,68,6674.3,1,30,4,Detractor,0
12816,44,15,4598.82,3,0,1,Detractor,0
12817,45,89,5327.63,3,0,4,Detractor,0
12818,39,108,43.53,1,15,9,Promotor,0
12819,31,55,13122.02,1,0,9,Promotor,0
12820,24,35,342.95,3,0,8,Neutro,0
12821,54,55,2284.89,1,0,5,Detractor,1
12822,39,14,2576.78,3,0,8,Neutro,0
12823,22,49,6.78,4,0,7,Neutro,0
12824,19,83,3436.71,1,0,7,Neutro,1
12825,44,102,6987.97,3,0,9,Promotor,0
12826,38,100,8665.62,1,0,7,Neutro,0
12827,55,7,10576.26,3,0,8,Neutro,1
12828,32,30,3344.41,1,0,10,Promotor,0
12829,38,83,4979.87,2,0,7,Neutro,0
12830,27,49,414.3,2,30,8,Neutro,1
12831,40,89,3347.53,1,15,8,Neutro,0
12832,56,16,841.0,2,15,5,Detractor,0
12833,22,111,2307.35,1,15,8,Neutro,0
12834,18,118,1997.21,1,0,8,Neutro,0
12835,30,104,2754.25,4,0,5,Detractor,0
12836,38,51,4238.92,4,0,0,Detractor,0
12837,43,72,11658.87,2,0,10,Promotor,1
12838,67,82,2508.38,4,0,8,Neutro,0
12839,62,92,19851.23,4,0,5,Detractor,1
12840,38,80,7115.37,1,60,6,Detractor,1
12841,35,116,3581.89,3,0,8,Neutro,0
12842,54,83,5164.49,1,0,4,Detractor,0
12843,62,42,539.17,4,90,1,Detractor,0
12844,49,17,9306.24,1,30,9,Promotor,0
12845,53,63,4365.65,2,0,8,Neutro,0
12846,34,45,21367.65,3,60,6,Detractor,0
12847,52,77,5058.9,4,0,2,Detractor,1
12848,66,7,8982.2,4,15,7,Neutro,0
12849,28,27,8041.26,1,0,6,Detractor,1
12850,38,10,2119.12,1,0,6,Detractor,1
12851,69,34,1502.9,1,15,6,Detractor,0
12852,43,36,2814.93,1,0,5,Detractor,1
12853,21,25,3148.43,4,0,6,Detractor,0
12854,51,6,1372.74,1,0,10,Promotor,0
12855,69,24,11249.86,4,0,6,Detractor,0
12856,65,18,3910.42,1,90,6,Detractor,1
12857,35,87,19185.6,3,0,6,Detractor,0
12858,57,6,8304.12,3,0,7,Neutro,0
12859,52,29,4056.33,1,0,9,Promotor,0
12860,58,25,14691.12,1,0,7,Neutro,0
12861,46,55,3514.72,2,0,9,Promotor,0
12862,69,81,10906.55,3,0,4,Detractor,0
12863,46,46,2216.96,4,90,9,Promotor,0
12864,55,24,2379.24,3,0,5,Detractor,0
12865,59,75,2707.55,4,0,1,Detractor,0
12866,38,26,3955.19,1,0,5,Detractor,0
12867,59,115,4031.47,3,0,5,Detractor,0
12868,30,98,3429.85,3,0,7,Neutro,0
12869,66,28,1826.42,2,30,7,Neutro,0
12870,58,3,13100.64,2,90,8,Neutro,0
12871,34,75,4440.78,3,0,2,Detractor,0
12872,26,38,2619.04,3,0,7,Neutro,0
12873,58,61,5265.95,3,90,6,Detractor,0
12874,18,78,7304.37,4,0,8,Neutro,0
12875,19,51,16186.23,1,0,2,Detractor,0
12876,65,90,3461.23,2,60,1,Detractor,1
12877,46,48,594.47,1,15,7,Neutro,0
12878,50,21,2905.93,2,0,9,Promotor,0
12879,27,54,3259.74,2,0,8,Neutro,0
12880,67,56,11364.84,2,0,0,Detractor,1
12881,57,103,2510.99,3,0,5,Detractor,1
12882,38,94,15322.65,2,15,5,Detractor,0
12883,45,59,3319.22,1,0,7,Neutro,0
12884,28,72,18206.26,2,0,8,Neutro,0
12885,51,51,41.16,1,0,5,Detractor,1
12886,25,20,11454.04,2,0,6,Detractor,0
12887,39,112,13376.98,2,0,8,Neutro,0
12888,25,96,16223.65,3,30,6,Detractor,1
12889,66,86,65.81,1,0,4,Detractor,0
12890,32,59,941.9,2,0,7,Neutro,0
12891,34,71,5303.18,2,0,6,Detractor,1
12892,40,9,129.01,1,30,9,Promotor,0
12893,41,109,328.61,2,0,9,Promotor,0
12894,62,1,1249.23,4,0,5,Detractor,1
12895,36,29,3591.71,3,0,5,Detractor,1
12896,22,63,3947.22,1,0,6,Detractor,0
12897,49,72,174.31,3,30,7,Neutro,0
12898,61,56,933.86,4,0,10,Promotor,0
12899,18,118,3462.79,4,15,6,Detractor,1
12900,40,68,4506.28,4,30,9,Promotor,0
12901,54,35,803.2,1,90,7,Neutro,0
12902,25,3,2544.48,4,0,9,Promotor,0
12903,30,118,11737.99,1,0,8,Neutro,0
12904,25,109,34058.99,1,0,8,Neutro,1
12905,40,104,21797.2,2,0,7,Neutro,1
12906,60,7,10671.58,1,15,9,Promotor,0
12907,18,27,2509.83,4,30,6,Detractor,0
12908,62,1,5800.96,1,0,10,Promotor,0
12909,68,91,2694.34,1,0,8,Neutro,0
12910,41,80,5228.11,3,0,7,Neutro,0
12911,52,102,1851.21,4,0,10,Promotor,0
12912,41,71,4659.59,1,30,9,Promotor,0
12913,34,44,3709.15,2,0,9,Promotor,0
12914,22,87,123.92,1,0,6,Detractor,0
12915,37,41,7820.0,1,0,10,Promotor,0
12916,38,75,59.85,3,90,8,Neutro,1
12917,57,42,1734.73,4,0,8,Neutro,0
12918,48,117,29.71,4,60,10,Promotor,0
12919,63,33,2359.64,2,15,5,Detractor,0
12920,53,50,326.22,2,0,4,Detractor,0
12921,28,63,12238.69,2,0,8,Neutro,0
12922,69,100,2686.53,1,0,2,Detractor,0
12923,32,37,3076.26,1,0,8,Neutro,0
12924,36,105,2152.76,2,30,5,Detractor,1
12925,24,59,4937.67,4,0,4,Detractor,0
12926,68,81,7671.84,4,0,7,Neutro,0
12927,45,99,5222.71,2,0,7,Neutro,0
12928,68,48,6895.74,3,0,5,Detractor,1
12929,60,5,11820.9,4,0,2,Detractor,1
12930,22,48,9958.86,4,0,7,Neutro,0
12931,22,96,5605.19,2,0,9,Promotor,0
12932,47,3,1208.05,4,0,9,Promotor,0
12933,49,116,5076.45,1,0,3,Detractor,1
12934,25,47,3526.94,1,0,7,Neutro,0
12935,27,62,6315.42,4,0,6,Detractor,0
12936,55,99,8946.76,1,30,6,Detractor,0
12937,64,116,6787.98,3,0,10,Promotor,0
12938,49,14,9372.27,4,0,6,Detractor,0
12939,65,63,329.99,2,0,6,Detractor,1
12940,45,112,160.65,1,0,5,Detractor,0
12941,34,61,1495.4,3,0,10,Promotor,0
12942,48,31,11546.34,3,90,7,Neutro,1
12943,25,95,8676.69,1,0,8,Neutro,0
12944,57,17,5739.97,3,0,7,Neutro,1
12945,42,24,6032.52,4,0,6,Detractor,0
12946,26,116,6485.39,3,0,9,Promotor,0
12947,19,23,14288.79,1,0,1,Detractor,0
12948,32,82,8924.65,3,0,8,Neutro,0
12949,67,50,4882.73,1,90,8,Neutro,0
12950,20,118,5478.81,1,0,4,Detractor,0
12951,66,78,1202.34,3,0,5,Detractor,1
12952,53,114,5354.77,1,60,8,Neutro,0
12953,21,79,2764.14,1,15,6,Detractor,0
12954,31,79,830.05,2,90,6,Detractor,1
12955,58,70,8209.88,4,0,2,Detractor,1
12956,58,27,3569.27,1,0,9,Promotor,0
12957,42,15,18954.57,4,30,9,Promotor,0
12958,67,50,1654.2,2,0,9,Promotor,0
12959,27,36,3276.08,2,0,7,Neutro,0
12960,38,119,2970.99,2,15,7,Neutro,0
12961,53,8,643.6,2,0,5,Detractor,0
12962,29,79,2776.63,4,30,5,Detractor,0
12963,44,3,1695.25,3,90,9,Promotor,0
12964,57,62,873.67,3,30,9,Promotor,0
12965,19,47,1657.51,4,0,9,Promotor,0
12966,30,77,1327.98,1,0,7,Neutro,0
12967,49,105,6622.68,4,15,9,Promotor,0
12968,48,98,156.29,1,90,10,Promotor,0
12969,33,88,4804.65,1,0,6,Detractor,0
12970,49,104,7149.38,3,0,5,Detractor,0
12971,49,96,3276.59,2,30,7,Neutro,0
12972,51,61,13409.35,3,0,5,Detractor,0
12973,28,32,6152.96,3,0,9,Promotor,0
12974,27,94,6890.12,4,0,6,Detractor,0
12975,32,116,1096.59,4,0,8,Neutro,0
12976,34,113,7509.55,1,15,8,Neutro,0
12977,57,13,8921.78,4,0,7,Neutro,0
12978,35,1,2241.34,1,0,5,Detractor,0
12979,26,34,1199.94,1,0,10,Promotor,0
12980,42,62,2431.08,2,0,5,Detractor,1
12981,57,79,6727.83,2,0,9,Promotor,0
12982,31,108,2703.32,3,15,9,Promotor,0
12983,42,78,6671.39,2,0,4,Detractor,1
12984,67,93,602.73,1,0,10,Promotor,0
12985,39,98,8199.79,4,0,7,Neutro,0
12986,69,82,1459.84,2,0,8,Neutro,0
12987,47,118,1431.28,2,0,8,Neutro,0
12988,37,71,4462.64,2,0,7,Neutro,0
12989,38,93,363.49,2,0,4,Detractor,0
12990,61,119,133.25,1,0,9,Promotor,0
12991,49,31,1512.48,1,0,8,Neutro,0
12992,68,64,3861.68,3,30,4,Detractor,0
12993,63,25,11909.03,4,30,8,Neutro,0
12994,66,38,9368.16,3,0,8,Neutro,0
12995,38,14,3371.1,3,0,7,Neutro,0
12996,52,8,188.78,2,60,3,Detractor,1
12997,49,91,3831.31,4,0,6,Detractor,0
12998,47,54,6100.44,2,15,2,Detractor,1
12999,56,2,2071.25,1,0,7,Neutro,0
13000,66,81,588.65,3,0,10,Promotor,0
13001,29,101,1632.59,4,30,0,Detractor,1
13002,58,78,7383.04,1,0,6,Detractor,0
13003,64,89,2163.49,3,0,9,Promotor,0
13004,35,56,8356.07,4,60,0,Detractor,0
13005,38,94,1924.79,3,15,0,Detractor,1
13006,30,93,892.97,4,0,8,Neutro,0
13007,38,84,2862.16,3,0,9,Promotor,0
13008,25,85,3009.91,2,0,9,Promotor,1
13009,63,61,81.2,3,30,9,Promotor,0
13010,57,117,622.41,3,90,6,Detractor,1
13011,63,22,1022.38,4,15,9,Promotor,0
13012,24,35,602.86,4,15,0,Detractor,0
13013,40,101,2089.15,2,0,6,Detractor,1
13014,61,16,16708.45,4,30,6,Detractor,0
13015,49,50,3558.82,3,15,5,Detractor,0
13016,28,113,4938.34,4,15,6,Detractor,1
13017,39,43,2203.28,4,0,8,Neutro,0
13018,39,17,1954.02,4,60,7,Neutro,0
13019,60,80,117.09,2,0,6,Detractor,1
13020,42,58,3469.07,2,0,8,Neutro,0
13021,39,119,3304.46,1,0,8,Neutro,0
13022,45,2,858.87,2,0,6,Detractor,0
13023,46,4,7226.49,2,0,6,Detractor,1
13024,30,85,3393.01,2,15,6,Detractor,1
13025,35,39,2069.96,3,0,4,Detractor,0
13026,19,98,794.44,1,0,9,Promotor,0
13027,46,94,4016.61,3,0,2,Detractor,0
13028,38,6,6988.13,2,30,5,Detractor,0
13029,32,81,1656.42,2,0,4,Detractor,1
13030,69,103,1234.58,1,0,9,Promotor,0
13031,44,89,3690.04,1,0,2,Detractor,0
13032,67,69,844.13,4,0,8,Neutro,0
13033,48,69,5492.26,2,15,2,Detractor,0
13034,32,20,4648.7,2,30,9,Promotor,0
13035,68,64,455.55,3,30,10,Promotor,0
13036,40,16,186.02,4,0,7,Neutro,0
13037,41,51,4841.72,2,0,9,Promotor,0
13038,61,105,1742.78,3,0,8,Neutro,0
13039,30,37,452.06,1,0,9,Promotor,0
13040,39,104,7123.69,3,0,9,Promotor,0
13041,60,73,1884.71,2,0,5,Detractor,1
13042,54,69,3077.22,3,0,7,Neutro,0
13043,50,42,1351.26,3,90,10,Promotor,0
13044,20,57,4935.14,4,15,6,Detractor,0
13045,36,66,1794.02,4,0,10,Promotor,0
13046,40,9,17213.37,1,0,8,Neutro,0
13047,46,107,6069.23,4,90,7,Neutro,1
13048,47,100,735.09,3,0,8,Neutro,0
13049,56,86,2695.22,4,15,9,Promotor,0
13050,61,64,2434.09,2,0,6,Detractor,1
13051,64,86,3820.5,3,30,1,Detractor,0
13052,42,22,9223.61,3,15,8,Neutro,0
13053,54,34,4378.41,3,0,10,Promotor,0
13054,64,55,317.66,2,0,8,Neutro,0
13055,25,29,5327.08,3,0,5,Detractor,1
13056,59,38,41.5,4,60,5,Detractor,0
